url	dates	Title	Sentiment	category
https://www.automobil-industrie.vogel.de/toyota-investiert-milliarden-in-batteriewerke-manager-skeptisch-gegenueber-der-e-mobilitaet-a-d7c864c7753380297c3b37dbf1d497e1/	2022-08-31 	Elektromobilität Toyota investiert Milliarden in Batteriewerke – Manager skeptisch gegenüber der E-Mobilität. Toyota will für über fünf Milliarden Euro seine Produktionskapazitäten für Hochvolt-Batterien ausbauen. Ein US-Manager des Autoherstellers äußerte jedoch Zweifel an einem schnellen Umstieg auf die E-Mobilität. Toyota hat angekündigt, bis zu 730 Milliarden Yen (circa 5,3 Milliarden Euro) in Japan und den USA in Batteriewerke für seine batteriebetriebenen Elektrofahrzeuge (BEV) zu investieren. Wie der Automobilhersteller weiter mitteilt, soll die Produktion zwischen 2024 und 2026 starten. Die neuen Fabriken sollen den Bedarf in allen Ländern und Regionen decken. Konkret geht es um eine zusätzliche Produktionskapazität von bis zu 40 GWh. Dabei sollen das Toyota-Produktionssystem und neue, effizientere Produktionslinien dem OEM einen Wettbewerbsvorteil verschaffen. In Japan werden 400 Milliarden Yen (2,9 Milliarden Euro) in das Werk Himeji von Prime Planet Energy &amp. Solutions und in Toyota-Werke investiert.  Der Markt ist nicht bereit. Die Infrastruktur ist nicht bereit. Und der Preis für ein solches Auto ist immer noch zu hoch. In den Vereinigten Staaten sollen 325 Milliarden Yen (2,3 Milliarden Euro) in das Unternehmen Toyota Battery Manufacturing in North Carolina investiert werden. Das Joint Venture gehört zu 90 Prozent Toyota Motor North America und zu 10 Prozent Toyota Tsusho. Toyota hält am Verbrenner fest. In der Mitteilung heißt es zudem: „Toyota ist der Ansicht, dass es mehr als eine Option gibt, um Kohlenstoffneutralität zu erreichen.“ Der OEM will daher weiterhin mehrere Antriebsstränge anbieten. Anders als beispielsweise Volkswagen: Der Hersteller will spätestens ab 2035 in Europa keine Autos mit Verbrennungsmotor mehr verkaufen. Audi hat das Jahr 2033 als Produktionsende genannt. Opel (2028) und Fiat (2027) haben deutlich frühere Zeitpunkte für den kompletten Umstieg auf E-Autos genannt. Auch wenn das Unternehmen nun viel Geld in Batteriewerke investiert ist Toyota bekannt für seine Skepsis gegenüber BEVs. Nach langem Zögern und als letzter großer OEM bringt der Hersteller mit dem „bz4X“ Ende 2022 sein erstes E-Auto auf den Markt. Dazu passt eine Aussage von Jack Hollis, Leiter Verkauf bei Toyota North America. Das US-Medienportal „electrek“ zitiert den Manager mit den Worten: „Der Markt ist nicht bereit. Die Infrastruktur ist nicht bereit. Und selbst wenn man bereit wäre, ein solches Auto zu kaufen, der Preis ist immer noch zu hoch.“ Den „bz4X“ soll es in Deutschland ab knapp 48.000 Euro geben. „Markt und Infrastruktur sind nicht bereit“. Hollis soll seine Aussage in Bezug auf die Pläne der US-Regierung – 50 Prozent EV-Anteil bis 2030 – und dem Verbrennerverbot in Kalifornien ab 2035 geäußert haben. Wie Electrek in einem anderen Beitrag berichtet, befürworten 55 Prozent der registrierten Wähler in den USA einen Verkaufsstopp aller Verbrenner-Neuwagen ab 2030. Laut einer Statistik des Online-Magazins habe sich der Absatz von Hybrid-, Plug-in-Hybrid- und Elektrofahrzeugen in den USA von 2020 auf 2021 nahezu verdoppelt. Demnach wurden im vergangenen Jahr knapp eine Million Autos mit hybridem Antriebskonzept (davon 18 Prozent als Plug-in-Hybrid) und knapp eine halbe Million BEVs verkauft. Toyota hat natürlich nahezu allen Regionen der Welt im Blick. Darunter viele Länder, in denen BEV aufgrund mangelnder Lademöglichkeiten weiterhin nicht einsetzbar sind. Der Autohersteller benötigt deshalb auch künftig ein Angebot an Modellen mit Verbrennungsmotor. Das alleine wird nicht der Grund für die ablehnenden Argumente gegenüber BEV sein. Anzunehmen ist, dass aufgrund der hohen Preise für E-Autos für Toyota die Balance aus Umweltschutz und Kundenzufriedenheit noch nicht stimmt. (ID:48555861) 	positive	emobility
https://www.automobil-industrie.vogel.de/svolt-stellt-feststoffbatteriezellen-mit-einer-ladung-von-20-ah-her-a-35b73f0558deb7616ed35e805c684987/	2022-09-01 	Feststoffbatterie Svolt stellt Feststoffbatteriezellen mit einer Ladung von 20 Ah her	positive	emobility
https://www.automobil-industrie.vogel.de/vw-startet-chemieausbildung-in-batteriezellsparte-a-df02fc42437ec64c082cc33ea5b7cfad/	2022-09-05	E-Mobilität VW startet Chemieausbildung in Batteriezellsparte	positive	emobility
https://www.automobil-industrie.vogel.de/electric-brands-will-x-bus-doch-nicht-selbst-produzieren-a-faefa044f6f69b9f9f0c65267faa611b/	2022-09-05	Elektro-Kleintransporter Electric Brands will X-Bus doch nicht selbst produzieren	negativ	emobility
https://www.automobil-industrie.vogel.de/lithium-ionen-akkus-energiesparend-recyceln-a-f77e8af798fb31e22fa04bd8a9b70623/	2022-09-05 	Recycling Lithium-Ionen-Akkus energiesparend recyceln	positive	emobility
https://www.automobil-industrie.vogel.de/es-reicht-nicht-in-europa-batteriezellfertigungen-hinzustellen-a-18e5c23f37b0041d9860b3e465719570/	2022-09-07 	Produktion „Es reicht nicht, in Europa Batteriezellfertigungen hinzustellen“	neutral	emobility
https://www.automobil-industrie.vogel.de/ranking-wo-sind-die-maerkte-fuer-e-autos-a-dfd0d2d3849688503dd5769a30ace0c2/	2022-09-07 	Elektromobilität Ranking: Wo sind die Märkte für E-Autos?	positive	emobility
https://www.automobil-industrie.vogel.de/batterieproduktion-in-europa-nimmt-fahrt-auf-a-09a4490ba9277662ba5c68e3dcf4ed7e/	2022-09-08 	E-Mobilität Batterieproduktion in Europa nimmt Fahrt auf	positive	emobility
https://www.automobil-industrie.vogel.de/mercedes-benz-und-rivian-wollen-zusammen-e-transporter-bauen-a-12ecbcfead942a207cbaf1ce3b732212/	2022-09-08 	Kooperation Mercedes-Benz und Rivian wollen zusammen E-Transporter bauen	neutral	emobility
https://www.automobil-industrie.vogel.de/statt-lidar-chinas-autoindustrie-nutzt-staerker-4d-radar-a-c4ce4177fb0ded080e6fc405666ca181/	2022-09-09 	Elektronik Statt Lidar: Chinas Autoindustrie nutzt stärker 4D-Radar	neutral	emobility
https://www.automobil-industrie.vogel.de/ford-bringt-kleinen-elektro-transporter-a-56a6113f6da7c9c6ceb92b49509baa30/	2022-09-09 	E-Transit Custom Ford bringt kleinen Elektro-Transporter	positive	emobility
https://www.automobil-industrie.vogel.de/jeep-bringt-vollelektrischen-avenger-nach-europa-a-b566c40b2ac2054e11a0b343f1f2a349/	2022-09-09 	Elektroauto Jeep bringt vollelektrischen Avenger nach Europa	positive	emobility
https://www.automobil-industrie.vogel.de/svolt-neue-fabrik-und-geplatzter-produktionsstart-im-saarland-a-2b8bdd46ad3ff20c36ef647083f86c37/	2022-09-12 	E-Mobilität Svolt: Neue Fabrik und geplatzter Produktionsstart im Saarland	negativ	emobility
https://www.automobil-industrie.vogel.de/tesla-wegen-falscher-versprechen-bei-fahrassistenz-software-verklagt-a-bf5918c5103eb9d884662d44c21115b0/	2022-09-15 	E-Mobilität Tesla wegen falscher Versprechen bei Fahrassistenz-Software verklagt	negativ	emobility
https://www.automobil-industrie.vogel.de/boysen-erhaelt-grossauftrag-fuer-batteriegehaeuse-a-19d76f617cc26eb134676600142e0d74/	2022-09-16	E-Mobilität Boysen erhält Großauftrag für Batteriegehäuse	positive	emobility
https://www.automobil-industrie.vogel.de/tesla-stoppt-plaene-fuer-batteriefabrik-a-7ad7efceb899aa9a9252ac81dd3c9ef6/	2022-09-16 	Grünheide Tesla stoppt Pläne für Batteriefabrik	negativ	emobility
https://www.automobil-industrie.vogel.de/vw-will-den-id-buzz-ab-oktober-ausliefern-a-97dba4faefd5374d175fd54c7d2d08a6/	2022-09-19 	IAA Transportation VW will den ID Buzz ab Oktober ausliefern	positive	emobility
https://www.automobil-industrie.vogel.de/daimler-truck-stellt-e-actros-long-haul-vor-a-eeb11bf6be015e8fe9a2b47f11bc4a04/	2022-09-19	IAA Transportation Daimler Truck stellt E-Actros Long Haul vor	positive	emobility
https://www.automobil-industrie.vogel.de/bmw-kuendigt-runde-batteriezellen-fuer-neue-klasse-an-a-2b245e187d67b835df82115e4c46d065/	2022-09-20 	E-Mobilität BMW kündigt runde Batteriezellen für „Neue Klasse“ an	positive	emobility
https://www.automobil-industrie.vogel.de/catl-baut-batteriewerk-in-ungarn-a-5b8bbfea9b58b285801e29027bf5d14e/	2022-09-20 	E-Mobilität CATL baut Batteriewerk in Ungarn	positive	emobility
https://www.automobil-industrie.vogel.de/man-e-truck-schnell-laden-weit-fahren-a-16674ec69b2bb8897025f949c5be37fd/	2022-09-21 	IAA Transportation MAN E-Truck: Schnell laden, weit fahren	positive	emobility
https://www.automobil-industrie.vogel.de/bmw-rundzellen-milliardenvertraege-mit-zwei-chinesischen-zulieferern-a-659f46b3cdd08568bc96f59195066045/	2022-09-21 	Batteriezellen BMW-Rundzellen – Milliardenverträge mit zwei chinesischen Zulieferern	positive	emobility
https://www.automobil-industrie.vogel.de/oems-sollten-ihre-investitionen-in-china-drosseln-a-64f9cc56b677db3000e6fb430d30de8a/	2022-09-21	Transformation E „OEMs sollten ihre Investitionen in China drosseln“	negativ	emobility
https://www.automobil-industrie.vogel.de/duerr-manz-und-grob-kooperieren-bei-batterieproduktion-a-27df2cf215df59ecd42a9dcee4c746a3/	2022-09-22	E-Mobilität Dürr, Manz und Grob kooperieren bei Batterieproduktion	positive	emobility
https://www.automobil-industrie.vogel.de/chinas-foerderpolitik-macht-lokale-hersteller-zu-verkaufschampions-a-40aef946275c715e20f6b95e2570cd00/	2022-09-22	E-Mobilität Chinas Förderpolitik macht lokale Hersteller zu Verkaufschampions	positive	emobility
https://www.automobil-industrie.vogel.de/borg-warner-praesentiert-flaches-batteriesystem-fuer-e-nutzfahrzeuge-a-36908ea423a54d612425b86a8af59876/	2022-09-22	IAA Transportation Borg Warner präsentiert flaches Batteriesystem für E-Nutzfahrzeuge	positive	emobility
https://www.automobil-industrie.vogel.de/renault-zeigt-elektrifizierte-studie-r5-turbo-3e-a-18e3230e5204979046fd2617a84a3327/	2022-09-23 	Neue Modelle. Renault zeigt elektrifizierte Studie R5 Turbo 3E. 	positive	emobility
https://www.automobil-industrie.vogel.de/vw-und-umicore-gruenden-unternehmen-fuer-batteriematerialien-a-ad84b28c098e0eed44ea4faf4883239b/	2022-09-26	E-Mobilität VW und Umicore gründen Unternehmen für Batteriematerialien	positive	emobility
https://www.automobil-industrie.vogel.de/us-gesetz-foerdert-e-mobilitaet-und-schliesst-china-weitgehend-aus-a-6dbb689041e754f6357db13d61539c4e/	2022-09-26 	Gastkommentar US-Gesetz fördert E-Mobilität und schließt China weitgehend aus	positive	emobility
https://www.automobil-industrie.vogel.de/vw-erwaegt-hoehere-produktionskapazitaet-fuer-id-buzz-a-5adf7c1edfd2491b1bedcb295409bec9/	2022-09-27 	E-Mobilität VW erwägt höhere Produktionskapazität für ID Buzz	positive	emobility
https://www.automobil-industrie.vogel.de/bmw-will-2023-den-elektroabsatz-erneut-stark-steigern-a-fb0ec207076e20db63ad8e0dc53c49e0/	2022-09-27 	Prognose BMW will 2023 den Elektroabsatz erneut stark steigern	positive	emobility
https://www.automobil-industrie.vogel.de/valmet-fertigt-erstes-vorserienfahrzeug-des-lightyear-0-a-52574659f0b2f8d777ea781c5bbe09f0/	2022-09-28	E-Mobilität Valmet fertigt erstes Vorserienfahrzeug des Lightyear 0	positive	emobility
https://www.automobil-industrie.vogel.de/shell-kooperiert-mit-mainzer-start-up-a-a2e5bd889d18c0a0d3e2e9e501319d60/	2022-09-28	Batterie-Zweitverwertung Shell kooperiert mit Mainzer Start-Up	positive	emobility
https://www.automobil-industrie.vogel.de/neuer-bmw-x1-erstmals-auch-rein-elektrisch-als-ix1-a-b1b5c3d09dc1e90f058a2060cd2a6e76/	2022-09-28 	Fahrbericht Neuer BMW X1 – erstmals auch rein elektrisch als iX1	positive	emobility
https://www.automobil-industrie.vogel.de/hitachi-astemo-liefert-e-achsen-an-honda-a-51f5bbe9064a9ff9332b581fd4076bc3/	2022-09-28 	E-Mobilität Hitachi Astemo liefert E-Achsen an Honda	positive	emobility
https://www.automobil-industrie.vogel.de/eleven-es-produziert-lfp-prototyp-in-europa-a-6e08fd2a2eaa53902a8899c78347ddfe/	2022-09-28 	Batterietechnik Eleven Es produziert LFP-Prototyp in Europa	neutral	emobility
https://www.automobil-industrie.vogel.de/ein-zulieferer-dominiert-die-batterietechnik-fuer-elektrische-nutzfahrzeuge-a-757a4da023d6e42ad9c31d231cc7999a/	2022-09-28 	E-Mobilität Ein Zulieferer dominiert die Batterietechnik für elektrische Nutzfahrzeuge	neutral	emobility
https://www.automobil-industrie.vogel.de/in-der-e-mobilitaet-hat-intelligenter-materialmix-einen-noch-hoeheren-stellenwert-a-36fbbbbd3c835cbc0dfdb320f1bd1088/	2022-09-28	Leichtbau &amp. Nachhaltigkeit „In der E-Mobilität hat intelligenter Materialmix einen noch höheren Stellenwert“	positive	emobility
https://www.automobil-industrie.vogel.de/nio-eroeffnet-erste-deutsche-batteriewechselstation-a-574beef3a53531e575fb4ad7278c46dc/	2022-09-29 	E-Mobilität Nio eröffnet erste deutsche Batteriewechselstation	positive	emobility
https://www.automobil-industrie.vogel.de/tesla-in-china-hue-in-deutschland-hott-a-7b4362dd7335f149ce9703aaa80c60cf/	2022-09-29 	Produktionsausbau Tesla: In China hü, in Deutschland hott	positive	emobility
https://www.automobil-industrie.vogel.de/mercedes-eqs-suv-im-test-a-04f0085f71ef5d3b4f067eaf7f7d961c/	2022-09-30 	Gefahren Mercedes EQS – Luxus-SUV unter Strom	positive	emobility
https://www.automobil-industrie.vogel.de/bosch-in-china-investiert-in-e-mobilitaet-a-d3ddf7ce74827861775c056600b0f9b7/	2022-09-30 	Zulieferer E-Antriebe: So will Bosch in China dreimal mehr Kunden beliefern	positive	emobility
https://www.automobil-industrie.vogel.de/nissan-x-trail-kommt-mit-e-antrieb-a-60bab36ae1552fb50ae917f80b543d62/	2022-10-01	Fahrbericht Nissan X-Trail kommt mit E-Antrieb	neutral	emobility
https://www.automobil-industrie.vogel.de/evergrandes-e-auto-sparte-unter-druck-a-db95f72bb040988d5e1cac2a1a13a534/	2022-10-04	Drohende Pleite Evergrande: E-Auto-Sparte wackelt – welche Konsequenzen das für Autofirmen hat	negativ	emobility
https://www.automobil-industrie.vogel.de/wuhan-chinas-detroit-kaempft-um-den-anschluss-an-die-e-mobilitaet-a-132611bd009e40f7a31152c3b06b2dcf/	2022-10-04	China Market Insider Wuhan: „Chinas Detroit“ kämpft um den Anschluss an die E-Mobilität	negativ	emobility
https://www.automobil-industrie.vogel.de/wissing-fordert-von-deutschen-autoherstellern-mehr-tesla-attituede-a-374868e09aaa73c1d43f7e94366b997e/	2022-10-04	Bundesverkehrsminister Wissing fordert von deutschen Autoherstellern mehr Tesla-Attitüde	positive	emobility
https://www.automobil-industrie.vogel.de/tesla-verzeichnet-erneuten-auslieferungsrekord-a-6eb6b5bc01a7b7c8f0dd85d532806c16/	2022-10-04	E-Mobilität Tesla verzeichnet erneuten Auslieferungsrekord	positive	emobility
https://www.automobil-industrie.vogel.de/elektroautos-mit-800-volt-technik-fuer-kuerzere-ladezeiten-a-685bd95ffaeec6834a43170b35fac690/	2022-10-04	Batteriespannung 800-Volt-Ladetechnik im Alltagstest	positive	emobility
https://www.automobil-industrie.vogel.de/maserati-gran-turismo-als-e-auto-a-fdb5eb1bb006da2565321a993a334563/	2022-10-05	Elektro-Sportwagen Maserati stellt elektrischen Gran Turismo vor	positive	emobility
https://www.automobil-industrie.vogel.de/batterie-lkw-brennstoffzelle-und-wasserstoff-setzen-sich-durch-a-bf5173eb61d55407cc59a840860cd494/	2022-10-05	E-Mobilität Studie sieht Elektro-Lkw in 2035 als Marktführer. 	positive	emobility
https://www.automobil-industrie.vogel.de/suv-mit-batterie-fuer-kurze-ladezeit-xpeng-g9-a-c1978c05aec5df1be5b1c5bbb1eae3c1/	2022-10-06	Xpeng G9 E-Auto so schnell geladen wie ein Handy – oder PR-Feuerwerk?	positive	emobility
https://www.automobil-industrie.vogel.de/hyundai-ioniq-6-bilder-antrieb-preis-a-98f1c5e5716cca10fe4151b17144e808/	2022-10-06	E-Mobilität Erste Details zum neuen Hyundai Ioniq 6	positive	emobility
https://www.automobil-industrie.vogel.de/bmw-modellausblick-a-82b211dfb97fa1b201db0397ba9d8fea/	2022-10-06	Markenausblick BMW plant mehr E-Autos für die „Untere Klasse“	positive	emobility
https://www.automobil-industrie.vogel.de/wasserstoff-brennstoffzelle-und-batterie-fuer-die-lkw-von-nikola-a-bce51a6c2a016ce60d110e20cad96ace/	2022-10-06	Elektro-Lkw Nikola: „Es ist gut, dass wir auf zwei Beinen stehen“	positive	emobility
https://www.automobil-industrie.vogel.de/infineon-erweitert-produktion-fuer-leistungshalbleiter-in-ungarn-a-0f5b19f04bff97866167904b1c851f52/	2022-10-07	E-Mobilität Infineon mit neuer Halbleiter-Fabrik in Ungarn	positive	emobility
https://www.automobil-industrie.vogel.de/volkswagen-cariad-chip-entwicklung-mit-st-microelectronics-a-db05e557ea799210470f12aefa466dbc/	2022-10-07	Elektronik Cariad entwickelt Chips mit ST Microelectronics	neutral	emobility
https://www.automobil-industrie.vogel.de/tesla-startet-die-produktion-des-e-sattelschleppers-a-fd3ec1f3c387ee7c3810448303a8fcf2/	2022-10-08	E-Mobilität Tesla startet die Produktion des E-Sattelschleppers	neutral	emobility
https://www.automobil-industrie.vogel.de/genesis-electrified-g80-fahrbericht-a-6a438cb63c8b20b365beb6e22646e370/	2022-10-11	Test Genesis Electrified G80: Zehn Dinge, die uns an der Limousine aufgefallen sind	neutral	emobility
